country,Calories_2000,Population_2000,Calory_requirements_2000,Cropland_2000,Sufficiency_2000,Percentage_of_total_cal_2000,Yield_2000,Calories_2050,Population_2050,Calory_requirements_2050,Cropland_2050,Sufficiency_2050,Percentage_of_total_cal_2050,Yield_2050,ΔCalories,ΔPopulation,ΔCalory_requirements,ΔYield
Hungary,7.853689351783024e+16,10394645.911621094,8934977759481702.0,70.47537024774266,878.982529469508,0.4654721353095477,11729088690.34091,3.5869530295601976e+16,9191427.56336699,7900721347781181.0,68.19108094472298,454.00323232100175,0.25769074111097795,5674243334.572926,-54.32779590720842,-11.57536638077223,-11.575366380772232,-51.62247055693462
Iceland,0.0,1053.1948093175888,905299928219.1664,0.0,0.0,0.0,0.0,32528593938669.258,3068.2586518350995,2637398430651.156,0.5784415743404543,1233.359114824307,0.00023368907845390763,6565730315.51659,inf,191.32869101616242,191.32869101616245,inf
India,1.105003469885005e+18,1013309517.805995,8.710155287680882e+17,70.04875156800698,126.86380820877616,6.5491299899079936,4869216007.361669,8.801016385488471e+17,1670480987.558992,1.4359036948810204e+18,71.00949997385752,61.29252551451737,6.32274918633228,3993691197.1713486,-20.345661888949763,64.85397188175004,64.85397188175003,-17.98081680637359
Indonesia,4.6122183972490246e+17,170760448.9959736,1.46781412945714e+17,33.453872471493234,314.2235998882787,2.733567689934262,7811412483.065916,3.712832439287213e+17,215268799.84958383,1.8503967863070602e+17,43.391177220163144,200.6506100076578,2.667340595251988,5628878014.259857,-19.38086085723364,26.064789074582325,26.06478907458233,-27.940330555293272
Iran,1.3696154099052126e+17,53328808.824150085,4.584011084501881e+16,32.280573460131784,298.78099870564364,0.8117430940360596,3713821016.420003,1.488728300124996e+17,75830495.3435388,6.518199803492237e+16,30.040016231484568,228.39562225867704,1.069519159605874,5283141138.524112,9.671881891103164,42.194241753246835,42.19424175324684,42.256213079888276
Iraq,4.353994095658437e+16,20844769.759251595,1.791764296580869e+16,46.46239252859471,243.0003825819578,0.2580523417788586,4188473802.257954,4.0993080042668424e+16,51998192.800720386,4.4696346576679224e+16,37.37305781469228,91.71461021392962,0.29449889891399217,5129930677.321303,-4.9262423672530105,149.45438784538206,149.45438784538206,22.47732514301084
Ireland,9289764175370242.0,2941134.57611084,2528125753260475.0,8.203829665848373,367.4565698873726,0.055058535849142276,20775117550.19305,4710275843739294.0,4536258.157333979,3899254105590355.5,8.68456260317807,120.79940717344319,0.03383915158652471,11203898888.147123,-49.28163968919626,54.23497429119427,54.234974291194284,-46.07058727307652
Israel,4513930247641042.0,4701844.944440842,4041588368117736.5,58.02735246023486,111.68703580130517,0.026753143101220525,5430662135.714283,5001769516197412.0,11077984.759794613,9522358749900454.0,54.61289614701237,52.52658136041871,0.03593327492368207,8485610524.395096,11.220372030209347,135.6093169957148,135.6093169957148,56.25370005234182
Italy,1.5064301267802112e+17,46388921.41654587,3.9874757126627416e+16,53.788020021003966,377.7904206403938,0.892830383783672,9534455574.272518,1.1107567040434995e+17,50361996.08590067,4.328991278553807e+16,53.73995364786337,256.5855721507879,0.7979801126474521,7460662913.471456,-26.263222202847814,8.564705856553282,8.564705856553283,-21.750509451183778
Ivory Coast,3.753429942910246e+16,14866940.986755371,1.2779250798690248e+16,51.126828476176186,293.7128319991135,0.22245813044089627,2290155116.4808917,4.82507636171765e+16,28477017.10866356,2.447813198117948e+16,55.51675852057423,197.11783421330964,0.34663891423204246,2808827189.3585205,28.552101940921986,91.5459080252831,91.54590802528311,22.647901408295564
Jamaica,624951839169561.2,1935099.841796875,1663363446512548.8,17.71566334573103,37.57157465975651,0.0037039619726981204,4270223505.940595,743790570569989.6,1863577.2638733855,1601884426593965.2,21.81170929404677,46.43222433665126,0.005343475138425174,4392709692.405853,19.015662320210414,-3.6960665480224426,-3.696066548022443,2.8683788165855804
Japan,1.0038135899977664e+17,99948796.18960571,8.591348648468034e+16,26.000553753968685,116.8400481776236,0.5949398228781788,10909558809.146078,5.683067034829517e+16,82729586.50331405,7.111228431858618e+16,24.798207009432684,79.91681169134048,0.40827792946264135,7504410928.114942,-43.07909570435435,-17.228031094668047,-17.228031094668047,-31.212516845102986
Jordan,1811025298149609.5,4341746.698570251,3732056918423524.0,29.83363629690714,48.5261971544264,0.010733577238294085,2320844721.161827,2459152096509598.5,11011896.726729348,9465551128878380.0,24.022473161101885,25.98002021252613,0.017666825325891505,4981838028.37705,37.83459374857232,153.62826279929214,153.62826279929214,114.65624058998294
Kazakhstan,1.9892369719243814e+17,12844471.064631462,1.104078621538059e+16,37.81803310513133,1801.7167737142076,1.1789801448514454,2504242331.3128858,2.4023616835484307e+17,17935429.931882117,1.541684718369757e+16,36.999553656421384,1558.2704134790868,1.7258836610027106,4061111132.520386,20.842174541317,39.63541076649797,39.63541076649795,62.169255017396395
Kenya,4.946789893593584e+16,29474692.233419657,2.53357085765417e+16,26.06567321213985,195.24971558023879,0.29318613858542003,3085156917.2216935,4.885008061243728e+16,75054958.51694846,6.4515365967205976e+16,34.92182871450161,75.71852051070815,0.3509444749515842,2272109901.309493,-1.2438973913901143,154.64204315540897,154.642043155409,-26.353506085012416
Kosovo,3208394429717828.0,1442650.0411987305,1240065909163398.8,48.84957798589433,258.72773422844494,0.01901549882128919,5714840521.111112,3682845899910834.0,2067310.171810812,1777008140934278.8,50.311005623823526,207.24980460554013,0.026457979280032896,6345481621.475407,14.802398400320108,43.2994914063176,43.29949140631759,11.035147840690438
Kuwait,80170741482052.48,932506.5166015625,801559289007788.1,8.322296849872291,10.001847970758595,0.00047515561865874614,1639739431.818186,169386588695709.3,2537299.2038675467,2180998963164446.5,5.241139119539598,7.76646809817569,0.0012168923098669529,7839477602.621396,113.8207520990273,172.09452788753788,172.0945278875379,378.09288783942816
Kyrgyzstan,3.598707589749643e+16,5194355.530448914,4464938155085625.0,26.83539246066193,805.992706898004,0.21328805242024812,6850641946.857735,2.2619424190266356e+16,6533823.902655681,5616311681125257.0,27.46275756949043,402.74517289137407,0.16250048815966794,4414097843.121418,-37.10962093784309,25.786998297573323,25.786998297573327,-35.566653791531394
Laos,3.0824496463084524e+16,5239445.559576035,4503696416872570.0,17.056080107907917,684.4266045021188,0.18269049800468792,7053754491.920624,1.903587108559588e+16,8068090.148837618,6935128589687095.0,23.68265301899972,274.4847602956236,0.13675583949148323,3521815522.47487,-38.244340476434814,53.98747934486548,53.98747934486547,-50.07175928069569
